-1233.032,-1233.032,-1234.929
-1223.598,-1223.757,-1236.202,-1236.062
-1233.265,-1233.265,-1234.952,-1235.129
-1239.561,-1239.687,-1240.341,-1240.264
-1239.540,-1239.649,-1240.340,-1240.266
-1221.409,-1221.308
-1233.170,-1233.170,-1234.953,-1235.129
-1239.606,-1239.607,-1240.331
-1239.234,-1239.396,-1240.340
-1239.516,-1239.635,-1240.330,-1240.270
-1233.016,-1233.016,-1234.929
-1239.217,-1239.217
-1237.534,-1238.469,-1239.888,-1240.214
-1239.535,-1239.678,-1240.340,-1240.266
-1239.535,-1239.678,-1240.340,-1240.265
-1239.535,-1239.678,-1240.342,-1240.268
-1239.535,-1239.678,-1240.339,-1240.268
-1237.805,-1237.805,-1240.336,-1240.248
-1235.645,-1235.645
-1235.645,-1235.645
-1234.965,-1234.965,-1237.643,-1237.561
-1235.256,-1235.256,-1238.669,-1238.676
-1232.760,-1235.600,-1238.669,-1238.676
-1239.555,-1239.684,-1240.340,-1240.264
-1232.919,-1232.919,-1234.930
-1233.021,-1233.021,-1234.173,-1234.172
-1227.536,-1227.536,-1231.722,-1231.832
-1239.647,-1239.647,-1240.330
-1239.565,-1239.565,-1240.342
-1238.516,-1238.516,-1240.427,-1240.290
-1239.667,-1239.667,-1240.336,-1240.268
-1237.039,-1237.039,-1240.343
-1215.138,-1215.139
-1211.813,-1211.816,-1218.293
-1232.520,-1232.520,-1240.371,-1240.270
-1232.519,-1232.520,-1240.370,-1240.272
-1239.682,-1239.682,-1240.373
-1239.682,-1239.682
-1239.497,-1239.660,-1240.339,-1240.269
-1239.497,-1239.660,-1240.339,-1240.268
-1239.497,-1239.660,-1240.339,-1240.268
-1239.497,-1239.660,-1240.340,-1240.265
-1238.774,-1238.774
-1231.945,-1231.946
-1232.143,-1233.006,-1235.098,-1235.097
-1233.780,-1233.780,-1234.928
-1239.667,-1239.667,-1240.374
-1238.805,-1238.805,-1239.950,-1240.254
-1227.960,-1227.960
-1237.983,-1237.983,-1240.335,-1240.250
-1229.283,-1229.283
-1230.814,-1230.814,-1232.077,-1232.069
-1239.281,-1239.281,-1240.360
-1235.601,-1235.601,-1235.304,-1235.504
-1238.922,-1238.922,-1240.329,-1240.251
-1216.574,-1216.699,-1235.261,-1236.038
-1205.661,-1205.779
-1239.683,-1239.683,-1240.339,-1240.270
-1239.683,-1239.683,-1240.340,-1240.270
-1239.683,-1239.683,-1240.339,-1240.270
-1239.683,-1239.683,-1240.339,-1240.271
-1239.002,-1239.002,-1239.948,-1240.252
-1239.678,-1239.678,-1240.375
-1239.678,-1239.678,-1240.373
-1239.651,-1239.651,-1240.340,-1240.270
-1239.683,-1239.683,-1240.339,-1240.270
-1237.848,-1237.848
-1239.681,-1239.681,-1240.341,-1240.271
-1233.082,-1233.082
-1239.001,-1239.001,-1239.948,-1240.252
-1233.385,-1233.598
-1231.355,-1232.982,-1234.187,-1234.210
-1233.480,-1233.427
-1238.635,-1238.635
-1239.643,-1239.643,-1240.377,-1240.274
-1221.313,-1221.313
-1238.646,-1238.646,-1240.334,-1240.254
-1239.584,-1239.584,-1240.329
-1205.661,-1205.779
-1232.405,-1232.405,-1235.195,-1235.197
